"","industry","start","end","educ_delta","earnings","emp"
"82",236,0.177677180921026,0.189642510675721,0.0119653297546949,11753.8505832951,131031.75
"83",237,0.166167213913941,0.163227043136377,-0.0029401707775642,12481.1012014567,82630.75
"84",322,0.211912370538636,0.191547144190783,-0.0203652263478529,13146.3124724071,23208.75
"85",323,0.202413854306651,0.21668449197861,0.0142706376719589,10448.5568142704,40313
"86",321,0.135821204387115,0.149338374291115,0.0135171699040008,8208.13926030419,29918.75
"87",326,0.164909197422378,0.178651168899396,0.0137419714770174,9918.38279489673,42871.5
"88",327,0.157379636937648,0.175704631613648,0.0183249946759996,10970.1350217129,28552.75
"89",324,0.332810320781032,0.233529726834494,-0.0992805939465382,19008.526539049,5316.25
"90",325,0.344660313708109,0.280436163455431,-0.0642241502526777,18770.8619563233,41757.25
"91",611,0.441925106163943,0.355067110929494,-0.0868579952344486,7934.83290466031,106693.75
"92",488,0.195614846123365,0.193340919210409,-0.00227392691295633,9979.0902121206,40950
"93",487,0.211558854718982,0.209441128594683,-0.00211772612429939,6659.55224495496,2679
"94",486,0.443323727185399,0.241921005385996,-0.201402721799402,33432.1039566587,1819
"95",485,0.143331035671205,0.171807392755594,0.0284763570843894,5530.01099775909,28800.25
"96",484,0.136796674555978,0.143006970877824,0.00621029632184666,10049.6431921011,109725.25
"97",483,0.286614936954413,0.232200886262925,-0.0544140506914885,14979.216468441,3853.5
"98",482,0.277777777777778,0.142857142857143,-0.134920634920635,9269.34008333333,10.5
"99",481,0.276233927830776,0.249378466245936,-0.0268554615848395,12624.9986842157,25739.25
